place_id,nombre,lat,lng,direccion,tipos,match_denue,nombre_denue,razon_denue,actividad_denue,colonia_denue,fuzzy_score,distancia_m,es_informal,decision_fuente,opus_confianza,opus_razon
places/ChIJVVVVAbFxVo8R5bLSoNY0XqM,Kukulcan Alamo Park,20.9411417,-89.5959725,,"stadium,sports_complex,event_venue,sports_activity_location,point_of_interest,establishment",False,PANIFICADORA EL RETORNO SUCURSAL KUKULCAN,CON EL SABOR DE YUCATAN SA DE CV,Comercio al por menor de otros alimentos,UNIDAD MORELOS,59.25925925925926,137.9,True,opus,alta,"Un parque no es una panificadora; nombres y giros distintos, distancia >130m"
places/ChIJDTeNFqlxVo8RLj_ZLP3HO7U,Estadio Carlos Iturralde,20.9460414,-89.59367999999999,,"stadium,sports_complex,event_venue,sports_activity_location,point_of_interest,establishment",True,ESTADIO DE FUTBOL CARLOS ITURRALDE RIVERO,PRONUTAL PROMOTORA DE NUEVOS TALENTOS SA DE CV,"Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",MORELOS ORIENTE,100.0,145.6,False,fuzzy_directo,,
places/ChIJQ9MxK6xxVo8RHRnVcaAi7Ng,Plaza Kukulcán,20.9414712,-89.5919057,,"shopping_mall,point_of_interest,establishment",True,F470 PLAZA KUKULCAN MÃ?RIDA,SUPRACARE SA DE CV,Comercio al por menor de artículos de perfumería y cosméticos,AMPLIACION SALVADOR ALVARADO,92.85714285714286,101.0,False,fuzzy_directo,,
places/ChIJVc4fMK9xVo8RphTVy_3Yb_Y,Kukulcan Sports Unit,20.943561499999998,-89.5942153,,"sports_complex,sports_activity_location,point_of_interest,establishment",False,CAFETERIA KUKULCAN,,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",MORELOS ORIENTE,61.53846153846154,148.7,True,opus,alta,"Una unidad deportiva no es una cafetería; aunque comparten nombre Kukulcan, son establecimientos distintos con distancia de 149m"
places/ChIJb_Eiia5xVo8RR2ksw4tmTeI,Poliforum Zamna,20.9412423,-89.594266,,"event_venue,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJe2-vKKxxVo8R9_bE5KDQq9E,Bodega Aurrerá,20.941385999999998,-89.5919359,,"supermarket,grocery_store,food_store,food,point_of_interest,store,establishment",True,BODEGA AURRERA NUEVA KUKULKAN TIENDA 3523,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,SALVADOR ALVARADO SUR,96.2962962962963,92.1,False,fuzzy_directo,,
places/ChIJ-9jtT6VxVo8Rr3OGzjjBL6U,CBTis 95,20.9389584,-89.5975821,,"educational_institution,point_of_interest,establishment",True,CAFETERIA CBTIS 95,,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",SAN SALVADOR ALVARADO SUR,100.0,99.8,False,fuzzy_directo,,
places/ChIJu-8Zd-1xVo8RfK_hTv26378,Refaccionaria AutoZone,20.946219,-89.5921886,,"auto_parts_store,car_repair,point_of_interest,store,service,establishment",False,REFACCIONARIA TRUJEQUE,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",SAN ANTONIO KAUA 1,81.08108108108108,69.7,True,opus,media,Ambas son refaccionarias pero AutoZone es cadena nacional y Trujeque es negocio independiente; son establecimientos distintos a 70m
places/ChIJMTr3y61xVo8RgA_aDItFOrU,Cinepolis,20.94089,-89.5917761,,"movie_theater,point_of_interest,establishment",True,CINEPOLIS TERRAZAS KUKULCAN,EXHIBIDORA MEXICANA CINEPOLIS SA DE CV,Exhibición de películas y otros materiales audiovisuales,SALVADOR ALVARADO SUR,100.0,108.9,False,fuzzy_directo,,
places/ChIJMUTlfQBxVo8RGjNfMgEZgzM,Chedraui Kanasín,20.9425905,-89.57481,,"grocery_store,food_store,food,point_of_interest,store,establishment",False,OXXO SUC 50M1P GAS KANASIN MDA,CADENA COMERCIAL OXXO SA DE CV,Comercio al por menor en minisupers,MULCHECHEN II,53.333333333333336,142.0,True,opus,alta,"Chedraui es supermercado grande, OXXO es minisuper; son cadenas distintas, distancia >140m"
places/ChIJR3gstVlwVo8RsYDt3TRP-GE,ACUAPARQUE,20.947761399999997,-89.5766532,,"tourist_attraction,park,point_of_interest,establishment",False,ABARROTES EL CENTAVITO,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",AQUA PARQUE,44.44444444444444,65.9,True,opus,media,"ACUAPARQUE podría ser referencia a la colonia Aqua Parque, pero el registro Maps parece ser un parque/lugar recreativo, no una tienda de abarrotes"
places/ChIJA0KFnTFxVo8RC3FZXHFh5Ks,CEDIS Dunosusa,20.9435954,-89.5699824,,"supplier,point_of_interest,establishment",True,9001 ABARROTES DUNOSUSA CEDIS,PROVEEDORA DEL PANADERO SA DE CV,Comercio al por menor en minisupers,KANASIN,100.0,93.0,False,fuzzy_directo,,
places/ChIJQQ8durlxVo8RoWEnSeg9Onw,Vaqueiros Ferreteros Kanasín,20.9430236,-89.5782303,,"building_materials_store,point_of_interest,store,establishment",True,VAQUEIROS FERRETEROS KANASIN,TIENDAS DE AUTOSERVICIO FERRETEROS DE LA PENINSULA SA DE CV,Comercio al por menor en ferreterías y tlapalerías,SAN ANTONIO KAUA,96.42857142857143,17.4,False,fuzzy_directo,,
places/ChIJM5PC6aRxVo8RCvOBysyH01s,PIZZA & CORRE,20.939663499999998,-89.5999434,,"pizza_restaurant,fast_food_restaurant,italian_restaurant,restaurant,food,point_of_interest,establishment",True,PIZZERIA PIZZA Y CORRE,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",SALVADOR ALVARADO SUR,92.3076923076923,19.2,False,fuzzy_directo,,
places/ChIJ_x4WsdJxVo8R1hLCUNPDDK8,Banco BBVA,20.940618000000004,-89.5924273,,"bank,atm,insurance_agency,consultant,finance,service,point_of_interest,establishment",False,EL NOA NOA,,"Bares, cantinas y similares",AMPLIACION SALVADOR ALVRADO SUR,53.333333333333336,43.2,True,opus,alta,Un banco BBVA no es un bar; nombres y giros completamente incompatibles
places/ChIJIzCdr1BwVo8RiMalP3wRP2g,Secundaria Estatal Número 5 Eduardo Urzaiz Rodríguez,20.9529447,-89.5982564,,"night_club,school,educational_institution,point_of_interest,establishment",True,ESCUELA SECUNDARIA ESTATAL NO 5 DR EDUARDO URZAIZ RODRIGUEZ,SECRETARIA DE EDUCACION PUBLICA ,Escuelas de educación secundaria general del sector público,MORELOS ORIENTE,91.2621359223301,32.9,False,fuzzy_directo,,
places/ChIJ70Gw165xVo8REKVh6X85khs,"Multigym ""Socorro Ceron Herrera""",20.9436242,-89.59444529999999,,"sports_complex,gym,health,sports_activity_location,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJySOcCsBxVo8RxcAvQ8uWdF4,Carl´s Jr. Oriente,20.9547557,-89.5664101,,"hamburger_restaurant,fast_food_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",True,CARLS JUNIOR,MEX BURGER SA DE CV,Restaurantes de autoservicio,SAN PEDRO NOH PAT,76.19047619047619,16.0,False,opus,alta,Carl's Jr. y CARLS JUNIOR son el mismo nombre; MEX BURGER es la razón social operadora de Carl's Jr. en México; mismo giro de restaurante de autoservicio y 16m de distancia
places/ChIJR0SJygtxVo8R0aWvz-ZCqNs,"LAVANDERÍA ""LIZ""",20.9546885,-89.5739937,,"laundry,service,point_of_interest,establishment",True,LAVANDERIA LIZ,,Lavanderías y tintorerías,MISNE II,85.71428571428572,9.7,False,fuzzy_directo,,
places/ChIJhZ9mCH1wVo8RHgpFehG9Dn8,Centro Nocturno Safari'S,20.9479675,-89.55708720000001,,"night_club,point_of_interest,establishment",True,CENTRO NOCTURNO SAFARI CIEN POR CIENTO DOS MIL,CENTRO DE DIVERSION NOCTURNA  SA DE CV,"Centros nocturnos, discotecas y similares",SANTA ROSA,95.65217391304348,0.3,False,fuzzy_directo,,
places/ChIJu7tmvGBwVo8RpS1QoEQHnFY,Coppel Cedis Merida,20.945207,-89.5679943,,"department_store,home_goods_store,store,point_of_interest,establishment",True,BODEGA MERIDA,COPPEL SA DE CV,Comercio al por menor en tiendas departamentales,SAN ANTONIO KAUA,100.0,90.4,False,fuzzy_directo,,
places/ChIJJZxnGYtwVo8RWfGFnWvIgvY,Dfox Merida,20.953504,-89.5672323,,"association_or_organization,point_of_interest,establishment",True,D FOX,CABSA SA DE CV,"Centros nocturnos, discotecas y similares",SAN PEDRO NOH PAT,88.88888888888889,36.1,False,fuzzy_directo,,
places/ChIJFzLUqYxwVo8RQZpZafx3JVE,GOmart Oriente,20.956278599999997,-89.56826160000001,,"convenience_store,food_store,food,store,point_of_interest,establishment",True,GOMART,ESTA TIENDAS SA DE CV,Comercio al por menor en minisupers,BENITO JUAREZ ORIENTE,100.0,27.7,False,fuzzy_directo,,
places/ChIJA1tbqWJwVo8RdDp6pL9bBhs,Osiris Cabaret de Medio dia,20.9498486,-89.5596786,,"night_club,point_of_interest,establishment",True,OSIRIS CABARET,DIVERSION Y ESPECTACULOS DE MERIDA SA DE CV,"Centros nocturnos, discotecas y similares",SAN PEDRO NOH PAT,100.0,6.6,False,fuzzy_directo,,
places/ChIJhUuXlxlxVo8R2IlkF9QDjrs,Gasolinera Abimerhi Kanasín,20.954708,-89.56689809999999,,"gas_station,service,point_of_interest,establishment",True,ESTACIÓN DE SERVICIOS ABIMERHI KANASIN,CHIKRI ABIMERHI BODIB SA DE CV,Comercio al por menor de gasolina y diesel,SAN PEDRO NOPAT,75.55555555555556,57.4,False,opus,alta,"Gasolinera Abimerhi Kanasín coincide con ESTACIÓN DE SERVICIOS ABIMERHI KANASIN; mismo nombre, mismo giro de gasolina, 57m de distancia"
places/ChIJLRcQ0lVwVo8RQQC04wNu1MA,Universidad Pedagógica Nacional Mérida,20.948408099999998,-89.58201419999999,,"university,educational_institution,point_of_interest,establishment",True,UNIVERSIDAD PEDAGOGICA NACIONAL UNIDAD 31 A TURNO MATUTINO Y TURNO VESPERTINO,SECRETARIA DE EDUCACION PUBLICA ,Escuelas de educación superior del sector público,VERGEL III,90.66666666666666,63.7,False,fuzzy_directo,,
places/ChIJD5qh6V9wVo8Rm11nwOUzjsk,Bepensa sports unit,20.9477217,-89.56901859999999,,"sports_club,fitness_center,gym,association_or_organization,sports_activity_location,health,point_of_interest,establishment",False,DEPORTIVO CULTURAL FERNANDO PONCE G CANTON,DEPORTIVO CULTURAL PENINSULAR,"Promotores del sector privado de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",SAN PEDRO NOH PAT,48.484848484848484,143.5,True,opus,baja,Bepensa sports unit podría ser una unidad deportiva pero el nombre no coincide con DEPORTIVO CULTURAL FERNANDO PONCE; además 143m de distancia. Podrían estar en la misma zona pero no son el mismo establecimiento
places/ChIJw_opXhENVo8RxUF0-ygpQbA,Augusta Sportswear de México - Planta Mérida,20.9569214,-89.7129899,,"manufacturer,point_of_interest,establishment",True,AUGUSTA SPORTSWEAR DE MEXICO,AUGUSTA SPORTSWEAR DE MEXICO S DE RL DE CV,Confección en serie de uniformes,CAUCEL,96.42857142857143,12.0,False,fuzzy_directo,,
places/ChIJSz73ptMMVo8RLxLP-EkZ7lQ,Pgr State Delegation in Yucatan,20.958279899999997,-89.7030662,,"corporate_office,point_of_interest,establishment",True,DELEGACION YUCATAN,FISCALIA GENERAL DE LA REPUBLICA ,Impartición de justicia,PONIENTE POLIGONO SUSULA CAUCEL CATASTRAL 20832,77.77777777777779,115.6,False,opus,alta,PGR (Procuraduría General de la República) se transformó en FGR (Fiscalía General de la República); DELEGACION YUCATAN coincide con 'State Delegation in Yucatan'; mismo giro de impartición de justicia
places/ChIJuXI2fgANVo8RjFWlLo5oydQ,FRIGUS BOHN PLANTA MERIDA,20.955521200000003,-89.7058291,,"manufacturer,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJCcas5eINVo8Rq_Go4sKKlmQ,Red Ambiental Mérida - Manejo integral de residuos Municipales y Comerciales,20.9712833,-89.71158129999999,,"point_of_interest,service,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJE4kjVAANVo8RAHg1bnNaFEo,Fraccionamiento Gran Tixcacal,20.9492312,-89.7150357,,"housing_complex,point_of_interest,service,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJE4Cp6vwNVo8RzwVoAFhXZ3I,Villa Real Del Sol,20.9463291,-89.71270229999999,,"banquet_hall,event_venue,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJ3bPHNAANVo8RhEW8zDFEqPo,NOVACOLOR - EL FUERTE (CENTRO ESPECIALIZADO EN VALUACION Y REPARACION),20.9445551,-89.7129362,,"car_repair,point_of_interest,service,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJpUnYPSENVo8ROI5sfN-3UBs,Capilla San Diego de Alcalá,20.9463395,-89.7155854,,"church,place_of_worship,association_or_organization,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJY0Xqsf8NVo8Rm-CxJ1pTlo0,Autopartes Estrella,20.944463799999998,-89.71328849999999,,"shopping_mall,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJ3bTHNw0NVo8RTOtTAkec4C0,"Casa Santos Lugo, Comercializadora mayoreo",20.950824,-89.7052459,,"supermarket,grocery_store,food_store,food,store,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJ0b9m9ZQNVo8RWCIgZOfExNw,Nave Augusta,20.9565833,-89.71133329999999,,"manufacturer,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJ8TCz2ikNVo8R85O7-Y9TYbE,Puntalsa México,20.9577255,-89.71359650000001,,"building_materials_store,store,point_of_interest,establishment",False,AUGUSTA SPORTSWEAR DE MEXICO,AUGUSTA SPORTSWEAR DE MEXICO S DE RL DE CV,Confección en serie de uniformes,CAUCEL,54.54545454545454,110.4,True,opus,media,"Puntalsa México no coincide con Augusta Sportswear; nombres distintos, 110m de distancia, sin relación evidente"
places/ChIJOV1r9csNVo8Rb1OEHibqSWI,Escuela Salvador Alvarado Tixcacal,20.9434175,-89.7144881,,"educational_institution,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJiYU4CwANVo8Rb4H695iDtUw,Abarrotes la Mexicana (CEDIS 2),20.95453,-89.703881,,"general_store,food_store,food,store,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJcbX-ci1zVo8RGP8F6U0oWBM,Secretariat of Public Safety of Yucatan,20.9605414,-89.69926559999999,,"local_government_office,government_office,service,association_or_organization,point_of_interest,establishment",True,EDIFICIO CENTRAL,SECRETARIA DE SEGURIDAD PUBLICA ,Mantenimiento de la seguridad y el orden público,PONIENTE POLIGONO SUSULA CAUCEL CATASTRAL 20832,69.23076923076923,91.8,False,opus,alta,"Secretariat of Public Safety = Secretaría de Seguridad Pública; EDIFICIO CENTRAL de la SSP coincide perfectamente con el giro de seguridad pública, 92m dentro del complejo"
places/ChIJC_AeOYJzVo8RFDfUQBHoKSw,Hacienda Susulá,20.9744693,-89.6963265,,"hotel,resort_hotel,lodging,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJU7LiFi1zVo8RgvoUQn5aRF0,SSP Yucatán periférico Manuel berzunza berzunza,20.9602759,-89.6990625,,"corporate_office,point_of_interest,establishment",True,EDIFICIO CENTRAL,SECRETARIA DE SEGURIDAD PUBLICA ,Mantenimiento de la seguridad y el orden público,PONIENTE POLIGONO SUSULA CAUCEL CATASTRAL 20832,56.25,56.8,False,opus,alta,"SSP Yucatán en el nombre de Maps coincide con SECRETARIA DE SEGURIDAD PUBLICA en la razón social del DENUE; mismo giro de seguridad pública, 57m de distancia dentro del complejo"
places/ChIJZ3y4WgBzVo8RX3baAaOtvk8,AMERISA LOGISTICS,20.964420399999998,-89.69304939999999,,"moving_company,general_store,shipping_service,food_store,transportation_service,store,service,food,point_of_interest,establishment",True,AMERISA LOGISTICS,AMERISA LOGISTICS S DE RL DE CV,Otros servicios de intermediación para el transporte de carga,CHUBURNA,100.0,23.3,False,fuzzy_directo,,
places/ChIJCcj1ONRyVo8RJKY_Yq9miPQ,Colegio Regional de Mexico,20.9465169,-89.69678479999999,,"primary_school,preschool,child_care_agency,school,educational_institution,service,point_of_interest,establishment",True,SISTEMA NACIONAL DE EDUCACION VALLADOLID,SISTEMA NACIONAL DE EDUCACION VALLADOLID AC,Escuelas de educación primaria del sector privado,TIXCALCAL OPICHEN,53.84615384615385,8.1,False,opus,media,Colegio Regional de México y Sistema Nacional de Educación Valladolid son ambos escuelas privadas a solo 8m de distancia; probablemente el mismo plantel con diferente nombre comercial vs razón social
places/ChIJRfG-ENUMVo8RszDwkAfj_6I,Gal Cedis Frío,20.9530501,-89.7021013,,"storage,point_of_interest,establishment",True,TRANSPORTES ESPECIALIZADOS GAL,TRANSPORTES ESPECIALIZADOS GAL SA DE CV,Otro autotransporte foráneo de carga especializado,SUSULA CAUCEL,45.45454545454545,55.8,False,opus,media,"GAL aparece en ambos nombres; Cedis Frío (centro de distribución refrigerado) es consistente con TRANSPORTES ESPECIALIZADOS GAL (transporte especializado, posiblemente refrigerado); misma empresa GAL a 56m"
places/ChIJfe_JAkhzVo8RDPRIOMe2LIM,ISSSTE,20.9742154,-89.6914189,,"general_hospital,hospital,service,point_of_interest,health,establishment",True,CLINICA HOSPITAL MERIDA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ,Hospitales generales del sector público,SUSULA,60.0,64.6,False,opus,alta,"ISSSTE es el Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado; la Clínica Hospital Mérida del ISSSTE coincide en nombre, razón social y cercanía (65m)"
places/ChIJYRKHmxlzVo8ROfCIcepJhoU,"Bodega Aurrera, Juan Pablo Il",20.959640699999998,-89.67767339999999,,"supermarket,grocery_store,food_store,food,point_of_interest,store,establishment",True,BODEGA AURRERA JUAN PABLO II 3040,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,JUAN PABLO II,96.42857142857143,63.0,False,fuzzy_directo,,
places/ChIJ9UtL7A9zVo8RrV4VD1rw54g,Cementerio Xoclán,20.9626132,-89.6714891,,"cemetery,service,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,
places/ChIJQVcophZzVo8RNoERTW-qzAA,"Casa Santos Lugo, Juan Pablo II",20.9678706,-89.6775863,,"shopping_mall,supermarket,grocery_store,wholesaler,home_goods_store,food_store,supplier,manufacturer,food,point_of_interest,store,establishment",True,CASA SANTOS LUGO JUAN PABLO,CASA SANTOS LUGO SA DE CV,Comercio al por mayor de abarrotes,JUAN PABLO I I,100.0,5.9,False,fuzzy_directo,,
places/ChIJP5tkDwVzVo8RZlsgITAF7CI,Módulo INE XOCLAN,20.9600835,-89.6702183,,"local_government_office,government_office,point_of_interest,establishment",True,MODULO 310352,INSTITUTO NACIONAL ELECTORAL ,Administración pública en general,SUSULA XOCLAN,60.0,20.6,False,opus,alta,"Módulo INE XOCLAN coincide con MODULO 310352 del Instituto Nacional Electoral en colonia Xoclan, a solo 21m de distancia"
places/ChIJ5TFlnm5xVo8Rxtf6yaiaM9Q,H. Congreso del Estado de Yucatán,20.972945799999998,-89.6905347,,"local_government_office,government_office,point_of_interest,establishment",True,HONORABLE CONGRESO DEL ESTADO DE YUCATAN,CONGRESO DEL ESTADO DE YUCATAN ,Órganos legislativos,SUSULA,96.66666666666667,131.1,False,fuzzy_directo,,
places/ChIJOSkY3BFzVo8RTk2rMynC-Eo,Las Jaibas Mulsay,20.9665498,-89.67265309999999,,"seafood_restaurant,restaurant,food,point_of_interest,establishment",True,RESTAURANT TURISTICO FAMILIAR LAS JAIBAS,GRUPO OPERADORA JIMAR DEL SURESTE SA DE CV,Restaurantes con servicio de preparación de pescados y mariscos,JUAN PABLO II,74.07407407407408,20.7,False,opus,alta,"Las Jaibas Mulsay coincide con Restaurant Turístico Familiar Las Jaibas, mismo nombre y tipo (restaurante de mariscos), a 21m"
places/ChIJDdrETABzVo8RBg42um7K1iU,Unidad de Medicina Familiar #60 Juan Pablo II IMSS,20.9697832,-89.67767119999999,,"point_of_interest,medical_clinic,health,establishment",False,EXPENDIO DE BIMBO JUAN PABLO,,Comercio al por menor de otros alimentos,MULSAY,63.41463414634146,125.2,True,opus,alta,"Unidad de Medicina Familiar IMSS es una clínica de salud, el expendio de Bimbo es comercio de alimentos; distancia >100m"
places/ChIJZbIxLhVzVo8RHq1e5RFFzYo,"Canchas Fut 7 ""Los Paseos""",20.9718785,-89.67995379999999,,"park,sports_activity_location,point_of_interest,establishment",False,VENTA DE ABARROTES TIENDA MIS DOS ANGELITOS,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",AMPLIACION JUAN PABLO II SANTA FE,46.808510638297875,132.3,True,opus,alta,Canchas de fútbol 7 no tienen relación con tienda de abarrotes; distancia >100m
places/ChIJOyKHvqxzVo8R1eHf4Q5rz7Y,Cecofay,20.9743809,-89.6857574,,"corporate_office,point_of_interest,establishment",False,CLASES DE APOYO ESCOLAR,,Servicios de profesores particulares,JUAN PABLO II,57.14285714285714,96.0,True,opus,alta,Cecofay (centro comunitario/familiar) no coincide con clases de apoyo escolar; nombres y giros distintos
places/ChIJw3RfTK5zVo8RpeyqsNxYRTQ,Girasoles de opichen,20.9509015,-89.68333439999999,,"nail_salon,beauty_salon,service,point_of_interest,establishment",False,TIENDA DE ABARROTES LA LUPITA,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",REFORMA AGRARIA,48.97959183673469,128.6,True,opus,alta,Girasoles de Opichén (fraccionamiento/desarrollo habitacional) no es tienda de abarrotes; distancia >100m
places/ChIJK7XXX5ZzVo8RUcCIx15PCIE,Pizzas Ajedrez Madero,20.9673746,-89.6535954,,"pizza_restaurant,restaurant,food,point_of_interest,establishment",True,PIZZAS AJEDREZ,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,FRANCISCO I MADERO,100.0,27.3,False,fuzzy_directo,,
places/ChIJeVwrLrpzVo8RsByL6432lS8,MADERO REFACCIONARIAS,20.9646494,-89.64932639999999,,"auto_parts_store,car_repair,store,service,point_of_interest,establishment",True,REFACCIONARIA MADERO,COMERCIALIZADORA Y DISTRIBUIDORA DE REFACCIONES PARA AUTO Y CAMION JARZA  SA DE CV,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",FRANCISCO I MADERO,97.5609756097561,11.6,False,fuzzy_directo,,
places/ChIJk024twpzVo8RDbRNLRP6QKE,Soriana Híper Avenida 128,20.9724456,-89.6644738,,"supermarket,atm,hypermarket,finance,pharmacy,grocery_store,food_store,store,health,food,point_of_interest,establishment",True,SORIANA 128,MANUFACTURAS SALMON SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",XOCLAN SANTOS,100.0,83.6,False,fuzzy_directo,,
places/ChIJXUwKV5hzVo8RsBVQ_PVLaFs,Poniente Ecological Park,20.9744682,-89.6563463,,"park,tourist_attraction,point_of_interest,establishment",False,RESTAURANTE LA VIRGEN DE LA CARIDAD Y DEL COBRE,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,BOJORQUEZ,45.833333333333336,100.5,True,opus,alta,Parque ecológico no tiene relación con un restaurante; distancia >100m
places/ChIJ53cg19BzVo8Rj5m1cvZ7fn8,Little Caesars Av. Juan Pablo,20.962512,-89.6583754,,"pizza_restaurant,restaurant,food,point_of_interest,establishment",True,LITTLE CAESARS SUCURSAL JUAN PABLO II,COMESTIBLES Y ALIMENTOS INTERNACIONALES SA DE CV,Restaurantes de autoservicio,XOCLAN LA REJA,92.5925925925926,10.6,False,fuzzy_directo,,
places/ChIJhXBLpAtzVo8RwHejqooNzcc,COBAY Xoclán,20.970930199999998,-89.6670396,,"school,educational_institution,point_of_interest,establishment",True,COLEGIO DE BACHILLERES DEL ESTADO DE YUCATAN PLANTEL XOCLAN,COLEGIO DE BACHILLERES DEL ESTADO DE YUCATAN ,Escuelas de educación media superior del sector público,XO CLAN SANTOS,63.1578947368421,124.7,False,opus,alta,"COBAY es acrónimo de Colegio de Bachilleres del Estado de Yucatán, mismo plantel Xoclán, misma colonia, distancia aceptable"
places/ChIJ3TPYxKFzVo8RSXigkk_Rd_c,Escuela Normal Superior de Yucatán,20.973281099999998,-89.6594834,,"university,educational_institution,point_of_interest,establishment",True,ESCUELA NORMAL SUPERIOR DE YUCATAN ANTONIO,SECRETARIA DE EDUCACION PUBLICA ,Escuelas de educación superior del sector público,YUCALPETEN,97.05882352941177,55.8,False,fuzzy_directo,,
places/ChIJtQFuwaNzVo8R2OCsBysrQAY,Secondary General Jose Emilio Galaz Vallado,20.9698596,-89.6567329,,"school,educational_institution,point_of_interest,establishment",True,ESCUELA SECUNDARIA FEDERAL NUMERO 2 JOSE EMILIO VALLADO GALAZ TURNO MATUTINO CLAVE 31DES004F,SEP SECRETARIA DE EDUCACION PUBLICA ,Escuelas de educación secundaria general del sector público,FRANCISCO I MADERO,73.52941176470588,37.6,False,opus,alta,"Mismo nombre de escuela secundaria (Jose Emilio Galaz/Vallado), misma actividad educativa, 38m de distancia"
places/ChIJf1_drIxzVo8RabDhK4U3i1o,ADO Terminal de Autobuses - Centro Histórico,20.9626566,-89.6299366,,"transportation_service,point_of_interest,establishment",True,TERMINAL ADO MERIDA CENTRO HISTORICO,MOVILIDAD URBANA MERIDA SAPI DE CV,Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija,CENTRO,70.0,75.6,False,opus,alta,"Terminal ADO Mérida Centro Histórico coincide exactamente con el nombre de Maps, misma zona, 76m"
places/ChIJRb2bT8FzVo8RNWkFMpW16qA,Parque Zoológico del Centenario,20.9692828,-89.6401597,,"zoo,tourist_attraction,park,point_of_interest,establishment",False,CENTRO ESTATAL DE BELLAS ARTES,SECRETARIA DE EDUCACION DEL GOBIERNO DEL ESTADO DE YUCATAN ,Escuelas de arte del sector público,CENTRO,48.38709677419355,148.8,True,opus,alta,"Un centro de bellas artes no es un zoológico, actividades completamente distintas"
places/ChIJg41JfepzVo8RQ07zTdJrvts,General Hospital Agustín O 'Horan,20.974648800000004,-89.6416204,,"hospital,service,point_of_interest,health,establishment",True,HOSPITAL GENERAL DR AGUSTIN O HORAN,SERVICIOS DE SALUD DE YUCATAN ,Hospitales generales del sector público,CENTRO,77.96610169491525,120.4,False,opus,alta,"Hospital General Agustín O'Horán coincide con Hospital General Dr. Agustín O Horán, mismo tipo de establecimiento"
places/ChIJBy2v6chzVo8RmwszYPFfBZw,MERIDA CHEDRAUI itzáes,20.9605809,-89.64075369999999,,"supermarket,liquor_store,atm,grocery_store,food_store,finance,food,store,point_of_interest,establishment",True,CHEDRAUI MERIDA ITZAES T029,TIENDAS CHEDRAUI SA DE CV,Comercio al por menor en supermercados,CENTRO,85.71428571428572,107.4,False,fuzzy_directo,,
places/ChIJGydreIxzVo8R-gSscmEOrvc,Hospital Militar Regional de Especialidades HMRE,20.9708115,-89.64340059999999,,"hospital,service,point_of_interest,health,establishment",True,HOSPITAL MILITAR,SECRETARIA DE LA DEFENSA NACIONAL DFN800 NUMERO DE CONVENI ,Hospitales generales del sector público,CENTRO,100.0,41.2,False,fuzzy_directo,,
