place_id,nombre,lat,lng,direccion,tipos,match_denue,nombre_denue,razon_denue,actividad_denue,colonia_denue,fuzzy_score,distancia_m,es_informal,decision_fuente,opus_confianza,opus_razon,colonia_geo,cp_geo,tipo_colonia
places/ChIJUVQVliwNVo8R1UIccMoMkOw,MAIN,20.9432011,-89.70210469999999,,"courier_service,shipping_service,service,point_of_interest,establishment",False,PASTEURIZADORA AGUASCALIENTES,PASTEURIZADORA AGUASCALIENTES SA DE CV,Comercio al por mayor de leche y otros productos lácteos,TIXCACAL,50.0,105.7,True,opus,alta,"MAIN es nombre genérico sin relación con Pasteurizadora Aguascalientes; giros distintos, >100m",Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJAQAAwCdzVo8RMauEnFzi1dI,Transportes Especializados Gal S.A. de C.V.,20.9536136,-89.70401319999999,,"moving_company,shipping_service,storage,transportation_service,service,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJd1GiFysNVo8RVHfmwdJlxWc,Reyma Del Sureste,20.9461536,-89.7022416,,"manufacturer,point_of_interest,establishment",False,CRIO MACRO BODEGA,PRODUCTORA NACIONAL DE HUEVO SA DE CV,Comercio al por mayor de huevo,TIXCACAL,50.0,116.9,True,opus,alta,"Reyma del Sureste es distribuidora de desechables, no tiene relación con bodega de huevo; >100m",Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJocvuq9ByVo8ROfJuKJkNL0E,La Joya Park,20.9445617,-89.6915464,,"park,playground,point_of_interest,establishment",False,COCINA LA TRINTARIA,,Restaurantes que preparan otro tipo de alimentos para llevar,LA JOYA,51.61290322580645,89.3,True,opus,alta,"La Joya Park es un parque, no un restaurante/cocina",,,
places/ChIJZ_ZxOOByVo8RzG_Gl0JdlhY,Hacienda San Juan Opichén,20.9483751,-89.68047600000001,,"hotel,lodging,point_of_interest,establishment",False,TALLER DE MOFLES OPICHEN,,Otras reparaciones mecánicas de automóviles y camiones,OPICHEN,50.0,138.4,True,opus,alta,"Hacienda San Juan es sitio histórico/turístico, no taller de mofles; 138m",,,
places/ChIJ8aQ5hKlzVo8RF1QlVT5nvdQ,Japonés Park,20.9566616,-89.6607533,,"park,tourist_attraction,point_of_interest,establishment",False,TENDEJON DEL PARQUE,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",JARDINES DE NUEVA MULSAY 3,58.33333333333333,89.1,True,opus,alta,"Japonés Park es un parque público, no tienda de abarrotes",,,
places/ChIJAyUYBSxyVo8RaMEIbegcdPI,VILLA PALMIRA Sports Complex,20.9433948,-89.6306867,,"sports_complex,playground,sports_activity_location,point_of_interest,establishment",False,IGLESIA DE CRISTO,LA IGLESIA DE CRISTO AR,Asociaciones y organizaciones religiosas,DELICIOSO MORENO CANTON,48.78048780487805,102.9,True,opus,alta,"Complejo deportivo vs iglesia; nombres y actividades incompatibles, distancia >100m",Delio Moreno Canton / Quinta Valencia,97268,
places/ChIJ7euqq8tzVo8R-lIoXsaoDMA,General Cemetery,20.950799300000003,-89.64069119999999,,"cemetery,service,point_of_interest,establishment",False,TALLER DE HOJALATERIA Y PINTURA,,Hojalatería y pintura de automóviles y camiones,CENTRO,43.75,139.4,True,opus,alta,Un cementerio no es un taller de hojalatería; distancia >100m y actividades incompatibles,Circuito Colonias / Nueva Obrera / Obrera (+3 más),97260,
places/ChIJ990WLTFyVo8Rby_k2U7XSXA,Parque de la Melitón Salazar,20.9419017,-89.63913920000002,,"city_park,park,point_of_interest,establishment",False,TLAPALERIA LA PRIMERA DE LA MELITON,,Comercio al por menor en ferreterías y tlapalerías,MELITON SALAZAR,70.0,69.4,True,opus,alta,"Un parque público no es una tlapalería; el nombre 'Melitón' refiere a la colonia, no al negocio",,,
places/ChIJw2kGGMZzVo8Rs-AL6iEzkg0,Banco Santander,20.952031599999998,-89.646228,,"bank,finance,point_of_interest,establishment",False,BANAMEX ITZAES,BANCO NACIONAL DE MEXICO INTEGRANTE DEL GRUPO FINANCIERO BANAMEX SA,Banca múltiple,SAMBULA,69.56521739130434,124.0,True,opus,alta,Santander y Banamex son bancos diferentes; distancia >100m confirma ubicaciones distintas,Nueva Sambula / Sambula,97250,
places/ChIJK3OuzSlyVo8RPGQlimyBAa8,Parque Dolores Otero,20.9408974,-89.6259237,,"park,point_of_interest,establishment",False,SUPER WILLYS 785 MERIDA 29 DOLORES OTERO,SUPER WILLYS SA DE CV,Comercio al por menor en minisupers,DOLORES OTERO,82.35294117647058,84.1,True,opus,alta,"Parque Dolores Otero es un parque público, no un minisuper; la colonia coincide pero son establecimientos distintos",Dolores Otero,97270,Colonia
places/ChIJVVVVAbFxVo8R5bLSoNY0XqM,Kukulcan Alamo Park,20.9411417,-89.5959725,,"stadium,sports_complex,event_venue,sports_activity_location,point_of_interest,establishment",False,PANIFICADORA EL RETORNO SUCURSAL KUKULCAN,CON EL SABOR DE YUCATAN SA DE CV,Comercio al por menor de otros alimentos,UNIDAD MORELOS,59.25925925925926,137.9,True,opus,alta,"Un parque no es una panificadora; nombres y giros distintos, distancia >130m",,,
places/ChIJVc4fMK9xVo8RphTVy_3Yb_Y,Kukulcan Sports Unit,20.943561499999998,-89.5942153,,"sports_complex,sports_activity_location,point_of_interest,establishment",False,CAFETERIA KUKULCAN,,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",MORELOS ORIENTE,61.53846153846154,148.7,True,opus,alta,"Una unidad deportiva no es una cafetería; aunque comparten nombre Kukulcan, son establecimientos distintos con distancia de 149m",,,
places/ChIJb_Eiia5xVo8RR2ksw4tmTeI,Poliforum Zamna,20.9412423,-89.594266,,"event_venue,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,,,
places/ChIJu-8Zd-1xVo8RfK_hTv26378,Refaccionaria AutoZone,20.946219,-89.5921886,,"auto_parts_store,car_repair,point_of_interest,store,service,establishment",False,REFACCIONARIA TRUJEQUE,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",SAN ANTONIO KAUA 1,81.08108108108108,69.7,True,opus,media,Ambas son refaccionarias pero AutoZone es cadena nacional y Trujeque es negocio independiente; son establecimientos distintos a 70m,Jardines de San Antonio Kaua / Miraflores II / Nueva Kukulkan (+3 más),97195,
places/ChIJMUTlfQBxVo8RGjNfMgEZgzM,Chedraui Kanasín,20.9425905,-89.57481,,"grocery_store,food_store,food,point_of_interest,store,establishment",False,OXXO SUC 50M1P GAS KANASIN MDA,CADENA COMERCIAL OXXO SA DE CV,Comercio al por menor en minisupers,MULCHECHEN II,53.333333333333336,142.0,True,opus,alta,"Chedraui es supermercado grande, OXXO es minisuper; son cadenas distintas, distancia >140m",Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJR3gstVlwVo8RsYDt3TRP-GE,ACUAPARQUE,20.947761399999997,-89.5766532,,"tourist_attraction,park,point_of_interest,establishment",False,ABARROTES EL CENTAVITO,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",AQUA PARQUE,44.44444444444444,65.9,True,opus,media,"ACUAPARQUE podría ser referencia a la colonia Aqua Parque, pero el registro Maps parece ser un parque/lugar recreativo, no una tienda de abarrotes",Jardines de San Antonio Kaua / Miraflores II / Nueva Kukulkan (+3 más),97195,
places/ChIJ_x4WsdJxVo8R1hLCUNPDDK8,Banco BBVA,20.940618000000004,-89.5924273,,"bank,atm,insurance_agency,consultant,finance,service,point_of_interest,establishment",False,EL NOA NOA,,"Bares, cantinas y similares",AMPLIACION SALVADOR ALVRADO SUR,53.333333333333336,43.2,True,opus,alta,Un banco BBVA no es un bar; nombres y giros completamente incompatibles,Ampliación Salvador Alvarado Sur / Militar / Salvador Alvarado Sur (+2 más),97196,
places/ChIJ70Gw165xVo8REKVh6X85khs,"Multigym ""Socorro Ceron Herrera""",20.9436242,-89.59444529999999,,"sports_complex,gym,health,sports_activity_location,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,,,
places/ChIJD5qh6V9wVo8Rm11nwOUzjsk,Bepensa sports unit,20.9477217,-89.56901859999999,,"sports_club,fitness_center,gym,association_or_organization,sports_activity_location,health,point_of_interest,establishment",False,DEPORTIVO CULTURAL FERNANDO PONCE G CANTON,DEPORTIVO CULTURAL PENINSULAR,"Promotores del sector privado de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",SAN PEDRO NOH PAT,48.484848484848484,143.5,True,opus,baja,Bepensa sports unit podría ser una unidad deportiva pero el nombre no coincide con DEPORTIVO CULTURAL FERNANDO PONCE; además 143m de distancia. Podrían estar en la misma zona pero no son el mismo establecimiento,Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJuXI2fgANVo8RjFWlLo5oydQ,FRIGUS BOHN PLANTA MERIDA,20.955521200000003,-89.7058291,,"manufacturer,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJCcas5eINVo8Rq_Go4sKKlmQ,Red Ambiental Mérida - Manejo integral de residuos Municipales y Comerciales,20.9712833,-89.71158129999999,,"point_of_interest,service,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Arboleda / Balcones II / Boulevares (+38 más),97314,
places/ChIJE4kjVAANVo8RAHg1bnNaFEo,Fraccionamiento Gran Tixcacal,20.9492312,-89.7150357,,"housing_complex,point_of_interest,service,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJE4Cp6vwNVo8RzwVoAFhXZ3I,Villa Real Del Sol,20.9463291,-89.71270229999999,,"banquet_hall,event_venue,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJ3bPHNAANVo8RhEW8zDFEqPo,NOVACOLOR - EL FUERTE (CENTRO ESPECIALIZADO EN VALUACION Y REPARACION),20.9445551,-89.7129362,,"car_repair,point_of_interest,service,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJpUnYPSENVo8ROI5sfN-3UBs,Capilla San Diego de Alcalá,20.9463395,-89.7155854,,"church,place_of_worship,association_or_organization,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJY0Xqsf8NVo8Rm-CxJ1pTlo0,Autopartes Estrella,20.944463799999998,-89.71328849999999,,"shopping_mall,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJ3bTHNw0NVo8RTOtTAkec4C0,"Casa Santos Lugo, Comercializadora mayoreo",20.950824,-89.7052459,,"supermarket,grocery_store,food_store,food,store,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJ0b9m9ZQNVo8RWCIgZOfExNw,Nave Augusta,20.9565833,-89.71133329999999,,"manufacturer,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJ8TCz2ikNVo8R85O7-Y9TYbE,Puntalsa México,20.9577255,-89.71359650000001,,"building_materials_store,store,point_of_interest,establishment",False,AUGUSTA SPORTSWEAR DE MEXICO,AUGUSTA SPORTSWEAR DE MEXICO S DE RL DE CV,Confección en serie de uniformes,CAUCEL,54.54545454545454,110.4,True,opus,media,"Puntalsa México no coincide con Augusta Sportswear; nombres distintos, 110m de distancia, sin relación evidente",Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJOV1r9csNVo8Rb1OEHibqSWI,Escuela Salvador Alvarado Tixcacal,20.9434175,-89.7144881,,"educational_institution,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJiYU4CwANVo8Rb4H695iDtUw,Abarrotes la Mexicana (CEDIS 2),20.95453,-89.703881,,"general_store,food_store,food,store,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Chalmuch / Los Faisanes de Tixcacal / Tixcacal,97312,
places/ChIJC_AeOYJzVo8RFDfUQBHoKSw,Hacienda Susulá,20.9744693,-89.6963265,,"hotel,resort_hotel,lodging,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Arboleda / Balcones II / Boulevares (+38 más),97314,
places/ChIJ9UtL7A9zVo8RrV4VD1rw54g,Cementerio Xoclán,20.9626132,-89.6714891,,"cemetery,service,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,,,
places/ChIJDdrETABzVo8RBg42um7K1iU,Unidad de Medicina Familiar #60 Juan Pablo II IMSS,20.9697832,-89.67767119999999,,"point_of_interest,medical_clinic,health,establishment",False,EXPENDIO DE BIMBO JUAN PABLO,,Comercio al por menor de otros alimentos,MULSAY,63.41463414634146,125.2,True,opus,alta,"Unidad de Medicina Familiar IMSS es una clínica de salud, el expendio de Bimbo es comercio de alimentos; distancia >100m",,,
places/ChIJZbIxLhVzVo8RHq1e5RFFzYo,"Canchas Fut 7 ""Los Paseos""",20.9718785,-89.67995379999999,,"park,sports_activity_location,point_of_interest,establishment",False,VENTA DE ABARROTES TIENDA MIS DOS ANGELITOS,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",AMPLIACION JUAN PABLO II SANTA FE,46.808510638297875,132.3,True,opus,alta,Canchas de fútbol 7 no tienen relación con tienda de abarrotes; distancia >100m,,,
places/ChIJOyKHvqxzVo8R1eHf4Q5rz7Y,Cecofay,20.9743809,-89.6857574,,"corporate_office,point_of_interest,establishment",False,CLASES DE APOYO ESCOLAR,,Servicios de profesores particulares,JUAN PABLO II,57.14285714285714,96.0,True,opus,alta,Cecofay (centro comunitario/familiar) no coincide con clases de apoyo escolar; nombres y giros distintos,,,
places/ChIJw3RfTK5zVo8RpeyqsNxYRTQ,Girasoles de opichen,20.9509015,-89.68333439999999,,"nail_salon,beauty_salon,service,point_of_interest,establishment",False,TIENDA DE ABARROTES LA LUPITA,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",REFORMA AGRARIA,48.97959183673469,128.6,True,opus,alta,Girasoles de Opichén (fraccionamiento/desarrollo habitacional) no es tienda de abarrotes; distancia >100m,,,
places/ChIJXUwKV5hzVo8RsBVQ_PVLaFs,Poniente Ecological Park,20.9744682,-89.6563463,,"park,tourist_attraction,point_of_interest,establishment",False,RESTAURANTE LA VIRGEN DE LA CARIDAD Y DEL COBRE,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,BOJORQUEZ,45.833333333333336,100.5,True,opus,alta,Parque ecológico no tiene relación con un restaurante; distancia >100m,Brisas del Poniente (Yucalpeten) / Jardines de Yucalpeten / Nora Quintana (+3 más),97238,
places/ChIJRb2bT8FzVo8RNWkFMpW16qA,Parque Zoológico del Centenario,20.9692828,-89.6401597,,"zoo,tourist_attraction,park,point_of_interest,establishment",False,CENTRO ESTATAL DE BELLAS ARTES,SECRETARIA DE EDUCACION DEL GOBIERNO DEL ESTADO DE YUCATAN ,Escuelas de arte del sector público,CENTRO,48.38709677419355,148.8,True,opus,alta,"Un centro de bellas artes no es un zoológico, actividades completamente distintas",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJieaaEspxVo8Rp7JkKKycetI,Hotel Plaza Mirador,20.9642937,-89.6306147,,"hotel,lodging,point_of_interest,establishment",False,HOTEL ESPAÑOL,HOTEL VILLACARIEDO SA DE CV,Hoteles con otros servicios integrados,CENTRO PONIENTE,76.19047619047619,132.2,True,opus,alta,"Hotel Español es un hotel diferente a Hotel Plaza Mirador, nombres distintos, 132m",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJXR9qXN5zVo8RgsukdFGYHkg,Mercado San Benito,20.962465299999998,-89.62062370000001,,"market,grocery_store,food_store,store,food,point_of_interest,establishment",False,CARNICERIA SAN BENITO,,Comercio al por menor de carnes rojas,CENTRO,84.84848484848484,63.6,True,opus,media,"Una carnicería San Benito es un local dentro o cerca del mercado, no el mercado como establecimiento completo",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJw9QPPGJxVo8R4t89L2PCQto,Plaza Grande,20.9670266,-89.6237199,,"park,tourist_attraction,point_of_interest,establishment",False,ADMINISTRACION DE PLAZA DIAMANTE,CENTRO COMERCIAL PLAZA DIAMANTE AC,Servicios de administración de bienes raíces,CENTRO,66.66666666666667,109.0,True,opus,alta,Plaza Diamante es un centro comercial diferente a Plaza Grande; además >100m,Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJm2Y6JZhxVo8R9UvQ2c1l_Yg,Centro Mérida,20.9669655,-89.62363239999999,,"tourist_attraction,point_of_interest,establishment",False,ZUGA MONEY EXCHANGE CENTRO CAMBIARIO,STOCK AND EXCHANGE CURRENCY CENTRO CAMBIARIO SA DE CV,Centros cambiarios,CENTRO,76.92307692307692,61.7,True,opus,alta,"'Centro Mérida' es un término genérico de zona, no un centro cambiario",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJSTDOAthzVo8RFoUoZF9xios,Parque de San Juan,20.962713300000004,-89.6261767,,"park,tourist_attraction,point_of_interest,establishment",False,SUC. SAN JUAN,GRUPO COMERCIAL HYDRA SA DE CV,Comercio al por menor de pintura,CENTRO,81.81818181818181,104.4,True,opus,alta,"El DENUE es una tienda de pintura, no un parque; >100m",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJ7dD_CGZxVo8RpzKSVQU4sVk,Parque de La Mejorada,20.9683261,-89.61632709999999,,"park,tourist_attraction,point_of_interest,establishment",False,COPIAS LA MEJORADA,COPIERS SA DE CV,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",CENTRO,80.0,41.9,True,opus,alta,"Copias La Mejorada es una copistería/miscelánea, no el parque",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJySogAmFxVo8Rxkkp6OGhQgM,Parque de Santa Lucía,20.971198899999997,-89.6225958,,"park,tourist_attraction,point_of_interest,establishment",False,TEYA SANTA LUCIA,TEYA SANTA LUCIA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,CENTRO,82.75862068965517,53.6,True,opus,alta,"Teya Santa Lucía es un restaurante, no el parque público",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJK6RaVWFxVo8RN-kbqqDNO0w,Technology Square Merida,20.9672445,-89.62089929999999,,"shopping_mall,point_of_interest,establishment",False,MÉRIDA,FINANCIERA PARA EL BIENESTAR,Operadores de servicios de telecomunicaciones alámbricas,CENTRO,83.33333333333334,103.1,True,opus,alta,"Technology Square es tienda de tecnología, DENUE es Financiera para el Bienestar (telecomunicaciones/financiera), nombres no coinciden y distancia >100m",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJg5AwfAlxVo8RnLUKFftdT98,Parque La Plancha,20.9734846,-89.6130756,,"park,point_of_interest,establishment",False,VAGON DE MARQUESITAS MARQUESITAS LA NUEVA TRADICION,,Servicios de preparación de otros alimentos para consumo inmediato,CENTRO,58.82352941176471,84.9,True,opus,alta,"Parque La Plancha es un parque público, no un puesto de marquesitas; el puesto puede estar cerca pero no es el mismo establecimiento",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJaaPQV7lzVo8RL2-XexKn7zM,Hotel Dolores Alba,20.9654849,-89.6185845,,"hotel,lodging,point_of_interest,establishment",False,HOTEL DORALBA INN MERIDA,,Hoteles con otros servicios integrados,CENTRO,83.87096774193549,10.8,True,opus,media,"Ambos son hoteles a 11m, nombres similares (Dolores Alba vs Doralba Inn) pero son hoteles distintos conocidos en el centro de Mérida; Doralba Inn es una marca diferente",Jardines de San Sebastian / La Quinta / Los Cocos (+3 más),97000,
places/ChIJw4Ur5mtxVo8ROk_17FXeOYg,Muncho,20.9593353,-89.5796548,,"dessert_shop,confectionery,food_store,store,food,point_of_interest,establishment",False,FARMACIAS YZA SUC 1604 YZA CRUZ ROJA,FARMACON SA DE CV,Farmacias sin minisúper,CHICHEN ITZA,54.54545454545454,85.7,True,opus,alta,"Muncho es restaurante/tienda de conveniencia, no una farmacia YZA",Aquaparque / Hacienda el Vergel / Misné II (+5 más),97176,
places/ChIJm0Ojejh7Vo8RxYSe070VWco,Las Palmas Yucatán,20.959461599999997,-89.53375729999999,,"housing_complex,service,point_of_interest,establishment",False,OXXO SUC 50C3H PALMAS YUCATAN CUN,CADENA COMERCIAL OXXO SA DE CV,Comercio al por menor en minisupers,LAS PALMAS YUCATAN,77.77777777777779,13.4,True,opus,alta,"Las Palmas Yucatán es un nombre de colonia/fraccionamiento, no de un negocio. El DENUE muestra un OXXO que está en esa colonia, pero no son el mismo establecimiento.",Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJOzJp8blxVo8R8KbRM_ufjx8,Fraccionamiento Gran Vistana.,20.970054299999997,-89.5424218,,"association_or_organization,point_of_interest,establishment",False,TIENDA DE ABARROTES Y MERCERIA VISTANA,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",VISTANA,60.46511627906976,145.7,True,opus,alta,"Fraccionamiento Gran Vistana es un nombre de zona residencial, no una tienda de abarrotes. Además distancia >100m.",Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJ5TK9TWh7Vo8RUjy1LlRcgOY,Banco del Bienestar,20.9469639,-89.5475221,,"bank,finance,point_of_interest,establishment",False,CARNICERIA ARLEJAN,DISTRIBUIDORA DE CARNES ARLEJAN SA DE CV,Comercio al por menor de carnes rojas,LOS ENCINOS,52.63157894736843,111.2,True,opus,alta,"Banco del Bienestar es una institución bancaria, no una carnicería. Giros completamente distintos y distancia >100m.",Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJ2Z9II717Vo8Rmox1Da0vG0w,Residencial OASIS DE ORIENTE,20.9492331,-89.54091079999999,,"service,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJEccZzAV7Vo8Rfnt_g41x5tE,Portal San Pedro,20.9443107,-89.542406,,"service,point_of_interest,establishment",False,FRUTERIA Y ABARROTES PKE,,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",PORTAL SAN PEDRO,50.0,62.0,True,opus,media,Portal San Pedro es nombre de fraccionamiento/colonia. La frutería está ubicada en esa colonia pero no son el mismo establecimiento.,Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJmeH3AgB7Vo8RAKDLegKmRM0,AMANECERES,20.9595365,-89.5309542,,"service,point_of_interest,establishment",False,CASA LUNA,,Consultorios de psicología del sector privado,AMANECERES,46.15384615384615,115.4,True,opus,alta,"AMANECERES es nombre de colonia/fraccionamiento, no un consultorio de psicología. Distancia >100m.",Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJy57Zm2lwVo8RjgTdAPN-cVI,Gasolinera Gulf,20.950313899999998,-89.56044659999999,,"gas_station,service,point_of_interest,establishment",False,LONCHERIA LA CHAPARRITA,,Restaurantes con servicio de preparación de tacos y tortas,SAN PEDRO NOH PAT,53.84615384615385,44.2,True,opus,alta,"Gasolinera Gulf es estación de combustible, no una lonchería. Giros completamente distintos.",Álamos de Oriente / Amalia Solorzano II / Amalia Solórzano III (+57 más),97370,
places/ChIJN-JYXo57Vo8R4-ZAB-iGX4M,Hacienda Oncán,20.9667654,-89.48146179999999,,"service,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJYwCDQZV7Vo8RlXDQdKWvzFs,Triturados Sarzo S.A. de C.V.,20.972703199999998,-89.49088549999999,,"building_materials_store,store,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJAQAA0GV0Vo8RL8dVNqKYrwg,Trimmsa,20.9644889,-89.5056152,,"building_materials_store,store,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,CP 97389,97389,
places/ChIJi7cJ-dB7Vo8RK2V9uoupQ9M,Comisaría Oncán,20.965974499999998,-89.48278189999999,,"point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJ2cHmNA17Vo8RrnrByU-suzA,Parque industrial KONEXT Merida,20.972525299999997,-89.4895699,,"wholesaler,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJExVrYnd7Vo8Ro29Acyp8dSI,PLANTA MECANO-MERIDA,20.9625901,-89.50634889999999,,"service,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,San Aroldo / San Pedro / Teya,97374,
places/ChIJaVxiqgN7Vo8RJEnJ84HiiR0,Azvindi ferroviario,20.964443,-89.50607459999999,,"playground,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,CP 97389,97389,
places/ChIJQWsPBvR7Vo8RXIDwx2jphtk,"Salón del Reino de los Testigos de Jehová, Hacienda Oncán",20.9640341,-89.48475979999999,,"association_or_organization,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJ3-PzISJ7Vo8RE6V4JWMmfEc,"JARDIN DE NIÑOS ""LORENZO DE ZAVALA""",20.9649476,-89.48335259999999,,"school,educational_institution,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJLx5i-o97Vo8RaTe1o4nT6pY,Tienda Noemi,20.9624404,-89.4831362,,"grocery_store,food_store,food,store,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJhRYgnpl7Vo8RGsQbtIaYrpo,Principal Park,20.966044399999998,-89.48252409999999,,"city_park,park,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJV6tE2t57Vo8RB1gvp80i424,"ESCUELA PRIMARIA ""20 DE NOVIEMBRE""",20.9654571,-89.4832788,,"primary_school,school,educational_institution,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJI3B30J17Vo8RiD6WOd9MsCQ,Cancha de Básquetbol,20.966097899999998,-89.4824091,,"athletic_field,sports_activity_location,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJGQ5qmKV7Vo8RBGujkgmVejA,Campo de Fútbol Oncan,20.963181199999998,-89.4842937,,"sports_club,association_or_organization,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
places/ChIJQ4FsWI57Vo8ReyEMqWWZSbU,Iglesia Católica Oncán,20.964365,-89.48339340000001,,"church,place_of_worship,association_or_organization,point_of_interest,establishment",False,,,,,0.0,9999.0,True,sin_candidatos,,,Oncán,97310,Hacienda
